ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag,,owner,owner_source,corporate_actor,corporate_actor_source,main_company,main_company_flag,subsidiaries_and_affiliates,main_company_and_subsidiaries_source,remarks
224049530,OCOVELO,8601886,EDXO,drifting_longlines,ESP,27.86,195.6,414.76,2650.69,719.02,2200.96,718.6,GRUPO PERLOM,"MALTESES, 127 LA GUARDIA36780 PONTEVEDRA",ESP,TRUE,"Grupo Perlom, S.L.",IATTC,"Grupo Perlom, S.L.",http://www.hoovers.com/company-information/cs/company-profile.grupo_perlom_sl.1e6d4d925f0f2b8e.html   https://guiaempresas.universia.es/GRUPO-PERLOM.html   http://empresite.eleconomista.es/GRUPO-PERLOM.html    https://www.infoempresa.com/en-in/es/company/grupo-perlom-sl   https://www.infoempresa.com/es-es/es/empresa/grupo-perlom-sl,"Grupo Perlom, S.L.",ESP,affiliated with ORPAGU Organizacion de Palangreros Guardeses,https://www.orpagu.com/or-pa-gu/flota/  http://www.hoovers.com/company-information/cs/company-profile.organizacion_de_productores_de_palangreros_guardeses.1c58d1fb8066b15f.html https://fis.com/fis/companies/details.asp?l=s&company_id=71825  https://www.orpagu.com/,NA
412354167,CHANGTAI812,8775467,BZU6N,squid_jigger,CHN,45.52,479,866,2517.51,482.94,2393.27,482.94,HAIMEN CHANGTAI PELAGIC,"39, RUIJIANG BEILU, HAIMEN, JIANGSU, CHINA.",CHN,TRUE,"HAIMEN CHANGTAI PELAGIC (EFFECTIVE 2014-07-24) IMO COMPANY NUMBER 4231056 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,HAIMEN CHANGTAI PELAGIC,http://www.hoovers.com/company-information/cs/company-profile.haimen_changtai_ocean_catching_coltd.755df2b4ae010ddf.html  http://www.chaojixinxi.com/waimaogongsi/show.php?id=127465  https://world-ships.net/company/d368b503d58a0366b8ef702bf468b266,"Haimen Changtai Pelagic Fishery Co., Ltd",CHN,NA,NA,Vessel Name: Checked with Marine Traffic
416002744,CHIHCHIFENG1,NA,BJ4871,drifting_longlines,TWN,26.1,76.08,618.43,2958.72,2179.87,2736.94,2179.87,HORNG JENQ FENG,"NO.96,REN-AI RD.,LIOUCIOU TOWNSHIP,PINGTUNG COUNTY 92942,TAIWAN",TWN,TRUE,HORNG JENQ FENG,WCPFC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel: Vessel Name: Checked with Marine Traffic
431600140,TAKAMARU23,NA,NA,drifting_longlines,JPN,30.06,108.47,495.18,5381.34,3523.26,2589.11,2140.49,NA,NA,NA,FALSE,"Umazume,Yoshinobu",WCPFC,"TOSAYO, K.K.",https://www.bloomberg.com/profiles/companies/0495716D:JP-tosayo-kk  http://www.hoovers.com/company-information/cs/company-profile.tosayo_kk.f4a982b805e319ba.html   https://www.tosayo.jp/,"TOSAYO, K.K.",JPN,NA,NA,"Hoovers link has the owner name listed as the president of TOSAYO KK, same town and address is very similar but not identical: Vessel Name: Checked with Marine Traffic"
416245900,RUEYISHYANG103,9743942,BH3423,drifting_longlines,TWN,38,263,486.17,7415.97,5596.58,6216.03,5593.38,HUNG JIN YU,"NO.1, ALY. 1, LN. 41, YANZHOU RD., XINYUAN TOWNSHIP",TWN,TRUE,HUNG JIN YU,CCSBT,JIN-YU HUNG,https://world-ships.net/company/44c2b3c79398e36b90c33a1a046d3bbf#.XCf3c89Kjwc,NA,NA,NA,NA,World ships link found for owner name but not a corporate actor
520238000,OCEANSTAR6,NA,3DNN,drifting_longlines,FJI,32,208.33,703.13,6543.92,3407.14,6458.16,3407.14,GILONTAS OCEAN,"15 SALESI ROAD, SUVA, FIJI",FJI,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
412400155,PINGTAIRONG8,8628808,BZ2UO,drifting_longlines,CHN,37.95,371,678.51,1116.46,595.21,892.29,595.21,PINGTAIRONG OCEAN FISHERIES,"SUITE 12A-01, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"PING TAI RONG OCEAN FISHERY GROUP CO.,LTD.",WCPFC,"PING TAI RONG OCEAN FISHERY GROUP CO.,LTD.",http://www.zjptr.com/en/,"Ping Tai Rong Ocean Fishery Group Co., Ltd.",CHN,"formerly Zhejiang Ping tai rong Ocean Fishery Co., Ltd.: subsidiaries are  Zhejiang Rongzhou Marine Industry Co., Ltd., Zhoushan Rongsheng Marine Technology Co., Ltd., Zhoushan Zhongku Farming Co., Ltd., and Zhoushan Pingtairong Catering Service Co., Ltd.",http://www.zjptr.com/en/            http://www.zjptr.com/en/index.php/Index/lists/catid/23.html,Vessel Name: Checked with Marine Traffic
440935000,ORYONG718,8815695,DTAC6,drifting_longlines,KOR,51.87,444.69,891.9,8735.92,5089.86,8401.59,5088.24,SAJO INDUSTRIES,"(MR.GAP-SOOK, LEE) #157, 2GA, CHOOGJEONG-RO, SEODAEMUN-GU, SEOUL, KOREA",KOR,TRUE,"SAJO INDUSTRIES CO., LTD.",WCPFC,"SAJO INDUSTRIES CO., LTD.",http://www.fis.com/fis/companies/details.asp?l=e&company_id=48048,Sajo Group,KOR,Subsidiary: Dongah Argentina SA   Branches:Sajo America Inc.,http://substandard.sub.jp/sajo_g_green.pdf   http://www.fis.com/fis/companies/details.asp?l=e&company_id=48048,NA
416002766,SHENGCHIHUEI12,NA,BK6602,drifting_longlines,TWN,22,49.55,335.7,2633.64,352.51,930.03,82.28,FANG WU CHEN,"NO.179, GUANGFU RD., XINYUAN TOWNSHIP, PINGTUNG COUNTY 932, TAIWAN",TWN,TRUE,FANG WU CHEN,GFW,Palau International Traders Inc.,http://www.pireport.org/articles/2006/10/23/indonesian-fishermen-rescued-near-palau  http://islandtimes.us/long-established-fishing-company-in-palau-urges-delay-of-pnms-implementation/ https://www.facebook.com/pages/Palau-International-Traders-Inc/1526915920854960 https://www.wcpfc.int/node/14518,Palau International Traders Inc.,PLW,NA,NA,Charterer is Palau International Traders Inc.
257116000,RADEK,6806535,LNXT,other_purse_seines,NOR,53.55,644,809.05,8748.56,392.99,68.9,37.29,NYE RADEK,NA,NOR,TRUE,NYE RADEK AS,GFW,NYE RADEK AS,https://www.proff.no/selskap/nye-radek-as/bekkjarvik/fiske/IF39RHC0COV/  https://world-ships.net/company/623e0e40e03c66c048590923641594a3#.XQ7gMdNKjaY  http://www.hoovers.com/company-information/cs/company-profile.nye_radek_as.bb6cb8a1d89e0d54.html,Oma Holding AS,NOR,Main Company: Oma Holding AS  Affiliated with: Oma Eigedom AS  Subsidiary of NYE RADEK AS: Hargo AS,https://www.proff.no/roller/nye-radek-as/bekkjarvik/fiske/IF39RHC0COV/  https://www.proff.no/selskap/oma-holding-as/bekkjarvik/hovedkontortjenester/IF38IGG10NZ/  http://www.hoovers.com/company-information/cs/company-profile.nye_radek_as.bb6cb8a1d89e0d54.html,NA
416313000,YILONG202,8648327,BI2520,drifting_longlines,TWN,56,516,830.6,4203.7,3318.18,2431.43,2118.71,CHEN LU YUEH HUANG,NA,TWN,TRUE,CHEN LU YUEH HUANG,CCSBT,"YIH SHUEN MARINE PRODUCTS CO., LTD.",http://www.hoovers.com/company-information/cs/company-profile.yih_shuen_marine_products_co_ltd.ad3e5c589aef523a.html   https://www.importgenius.com/importers/yih-shuen-marine-products-co-ltd   https://world-ships.net/company/c4231c9c8ae28cc8c41de2290c1206fa  https://en.52wmb.com/buyer/24946485,"YIH SHUEN MARINE PRODUCTS CO., LTD.",TWN,NA,NA,NA
440733000,ORYONG306,8703880,HLVW,drifting_longlines,KOR,49.24,448.25,743.25,8735.95,5933.57,8647.58,5933.57,SAJO INDUSTRIES,"(MR.GAP-SOOK, LEE) #157, 2GA, CHOOGJEONG-RO, SEODAEMUN-GU, SEOUL, KOREA",KOR,TRUE,"SAJO INDUSTRIES CO., LTD.",WCPFC,"SAJO INDUSTRIES CO., LTD.",http://www.fis.com/fis/companies/details.asp?l=e&company_id=48048,Sajo Group,KOR,Subsidiary: Dongah Argentina SA   Branches:Sajo America Inc.,http://substandard.sub.jp/sajo_g_green.pdf   http://www.fis.com/fis/companies/details.asp?l=e&company_id=48048,NA
417000528,MATHUSHAPUTHA2,NA,NA,drifting_longlines,LKA,18.2,50.21,283.08,2017.48,389.49,533.12,170,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
529783000,MOAKONA,9699581,T3QN2,tuna_purse_seines,KIR,79.9,2354.67,3306,8736.05,2370.52,1816.83,583.05,KIRIKORE FISHERIES,"P.O.BOX.64, BAIRIKI, TARAWA, KIRIBATI",KIR,TRUE,KIRIKORE FISHERIES CO. LTD,GFW,Silla Co Ltd,https://world-ships.net/company/843daf195171f541a141be076e4596bd#.W1TrUthKjwc,Silla Holdings,KOR,"subsidiaries: PANOFI Co.,Ltd, KIRIKORE Fisheries Co., Ltd, SF Fisheries Co., Ltd, IZVALTA LLC",http://www.fis.com/fis/companies/details.asp?l=e&filterby=activities&=&country_id=&page=6&company_id=72802&submenu=info  http://www.sillaeng.co.kr/en/sillagroup_en.pdf,address led to Silla Co ltd
431700130,FUKUKYUMARU8,9083598,JPVN,drifting_longlines,JPN,49.9,398.53,735.28,7290.24,5029.09,6632.11,5029.09,FUKUKYU,"2-8-19,SAKAE-MACHI,YAIZU-SHI,SHIZUOKA,JAPAN",JPN,TRUE,"Fukukyu Gyogyo Co., LTD",IATTC,FUKUKYU GYOGYO CO. LTD.,http://www.hoovers.com/company-information/cs/company-profile.fukukyu_gyogyo_kk.17b6d96e93b2690a.html,FUKUKYU GYOGYO CO. LTD.,JPN,"subsidiary might exist, information not open source",NA,"Vessel Name: Checked with Marine Traffic; subsidiary might exist, information not open source"
416868000,FULLLIHSIANG,NA,NA,drifting_longlines,TWN,43.68,337.88,815.94,8456.08,5263.41,8373.39,5263.41,NA,NA,NA,FALSE,"KUO LI FISHERY CO., LTD",CCSBT: https://www.ccsbt.org/en/vessel/16990,"KUO LI FISHERY CO., LTD",http://www.hoovers.com/company-information/cs/company-profile.kuo_li_fishery_co_ltd.d3cdbf20dcbfbdc1.html  https://world-ships.net/company/7012f57af1f93ee485cdd5da65b5d28a#.XCFT_89Khn4,"KUO LI FISHERY CO., LTD",TWN,NA,NA,Vessel Name: Checked with Marine Traffic
416000361,CHIHCHIHSING1,NA,BJ4458,drifting_longlines,TWN,22.85,58.53,447.6,4620.37,2598.46,4468.1,2598.46,TSAI PAO TING,"NO.23, LN. 3, ZHONGZHENG RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 92942, TAIWAN (R.O.C.)",TWN,TRUE,"TSAI, PAO-TING",GFW,NA,NA,NA,NA,NA,NA,Nothing found for owner of vessel
416003814,KAISHENG,8777776,BJ5016,drifting_longlines,TWN,23.91,88.47,618.43,6248.45,4655.63,934.33,631.56,LIU YU JING,"NO.316, XIN 7TH ST., DALIAO DIST., KAOHSIUNG CITY 83165, TAIWAN (R.O.C.)",TWN,TRUE,"LIU, YU-JING",WCPFC,Global Fishery Ltd,https://issuu.com/oraclestudio/docs/whitepages/32  https://www.wcpfc.int/node/17120,Y. Sato Group of Companies,SLB,Main Company: Y. Sato Group of Companies,https://issuu.com/oraclestudio/docs/whitepages/32 (PO BOx led to official corporation) https://prabook.com/web/yukio.sato/340126  https://books.google.com/books?id=iDg9oAkwsXAC&pg=PA54&lpg=PA54&dq=yukio+sato+fishing+solomon+islands&source=bl&ots=LVJ5BZNNIf&sig=ACfU3U1hW3k0ZoPceFkDbj9keBiwp4qwCA&hl=en&sa=X&ved=2ahUKEwiL-LWchZfjAhUCSN8KHSBlAooQ6AEwAnoECAkQAQ#v=onepage&q=yukio%20sato%20fishing%20solomon%20islands&f=false Yukio Sato is the creator of the company  https://www.jstor.org/stable/40495543?seq=13#metadata_info_tab_contents,Vessel Name: Checked with Marine Traffic
412440647,FUYUANYU9802,NA,NA,trawlers,CHN,49.06,782.23,1118.46,2162.36,944.31,156.82,65.78,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
431004389,RYOUEIMARU,NA,NA,drifting_longlines,JPN,25.37,115.53,446.6,6764.32,2939.15,2916.5,1898.45,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
224732000,PLAYADESARTAXENS,8512645,EHKC,trawlers,ESP,65.9,1605,1470.59,5205.39,3066.96,1259.96,850.4,MORADINA,NA,ESP,TRUE,Moradina SL,maritime connector,Moradina SL,https://www.bloomberg.com/profiles/companies/8941534Z:SM-moradina-sl  http://www.hoovers.com/company-information/cs/company-profile.moradi%C3%B1a_sl.3bbee42d6a7d82f6.html  http://www.moradina.com/es-moradina-s-a--nuestros-buques.html   https://www.seafoodtrading.net/moradina-s-l,Moradina SL,ESP,subsidiaries exist but not open source,http://www.hoovers.com/company-information/cs/company-profile.moradi%C3%B1a_sl.3bbee42d6a7d82f6.html,NA
200023344,HH,NA,NA,drifting_longlines,NA,21.87,31.14,237.02,1110.02,556.89,44.66,34.41,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
417000758,CHRISHMIKADUWA4,NA,NA,drifting_longlines,LKA,23.37,66.24,317.62,4423.33,2036.36,3413.63,2025.21,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
412691540,HUYU913,8648963,BIWC,drifting_longlines,CHN,26.23,157,410.14,7135.29,5398.79,737.89,622.31,SHANGHAI JINYOU DEEPSEA,"RM 1201B,INTERNATIONAL BUSINESS BUILDING,NO 118 XINLING RD,SHANGHAI FREE TRADE ZONE ,CHINA",CHN,TRUE,"SHANGHAI DEEP SEA FISHERIES CO., LTD.",GFW,"Shanghai Deep Sea Fisheries Co., LTD",https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=30560703,SFGCG - Shanghai Fisheries General Corp. Group,CHN,Parent Company: Shanghai Fisheries General Corp.,https://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&letter=s&page=2&company_id=157860&country_id=cn    http://www.sfgc.com.cn/html/yyyy/yycd/,NA
338712000,CAPEFERRAT,7803267,WDE2398,tuna_purse_seines,USA,74.31,2019,2899.65,4168.58,594.13,2056.91,489.52,CAPE FERRAT FISHING LP,"10500 NE 8TH ST STE 1888, BELLEVUE, WA 98004-8631, USA",USA,TRUE,"Cape Ferrat Fishing, LP",IATTC,Trimarine Fishing Management,http://www.trimarinegroup.com/operations/fleet.php   website led to corporation name,Bolton Group,ITA,"Bolton Group has aquired stake (see pitchbook link) Subsidiaries: Seafman - Sociedad Ecuatoriana de Alimentos y Frigorificos Manta C.A., Tri Marine Fish Company, Grupo Alimentario del Atlantico S.A. - GRALCO S.A., SolTuna Ltd. - Solomon Taiyo, SAMOA TUNA PROCESSORS, INC., The Tuna Store, LLC",https://pitchbook.com/profiles/company/62056-27   https://www.undercurrentnews.com/2013/10/08/bolton-group-buys-stake-in-tri-marine/     http://fis.com/fis/companies/details.asp?l=e&filterby=companies&=&country_id=&page=1&company_id=59117,website led to corporation name
431258000,SEIFUKUMARU18,8974594,JH3481,pole_and_line,JPN,31,119,743,4307.19,647.7,1158.27,324.96,MIZUTANI S,"KIINAGASHIMA-KU, KIHOKU-CHO, KITAMURO-GUN, MIE-KEN, JAPAN.",JPN,TRUE,"Mizutani,Ko",WCPFC,SEI MIZUTANI,https://world-ships.com/company/c02eedc158ea6d8fd227ba6e30ffd1c5,NA,NA,NA,NA,World ships link found for owner name but not a corporate actor
224888000,SANTAMARINA,NA,EEMX,trawlers,ESP,48.96,796,1038.24,3374.99,1589.37,2236.27,1346.39,NA,NA,NA,FALSE,PESQUERA BARRA,maritime connector,PESQUERA BARRA,http://www.hoovers.com/company-information/cs/company-profile.pesquera_barra_sa.55a41b54698c2706.html,Moradina SL,ESP,Main Company: Moradina SL,http://www.hoovers.com/company-information/cs/company-profile.pesquera_barra_sa.55a41b54698c2706.html,NA
224100530,GABRIELAYMARIA,9307970,EAMU,drifting_longlines,ESP,25.5,158.16,339.94,5205.63,1541.25,190.19,155.74,GABRIELA Y MARIA,"LAS PITAS, 9 CARBONERAS4140 ALMERIA",ESP,TRUE,"Gabriela y Maria, C.B.",IOTC: http://www.iotc.org/vessels/history/89026,"Gabriela y Maria, C.B.",https://www.einforma.com/informacion-empresa/gabriela-maria https://empresite.eleconomista.es/GABRIELA-MARIA.html https://world-ships.net/company/623cddba11e6cc53bcbe3e291a14cdb9#.XBp6aM9Khn4,"Gabriela y Maria, C.B.",ESP,NA,NA,NA
200021443,BBBBBBBBB2,NA,NA,drifting_longlines,NA,23.8,67.03,474.79,5582.32,3471.79,5008.35,3465.66,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
416001476,DAHFENGCHYUN,NA,BJ4439,drifting_longlines,TWN,22.5,53.34,447.6,1830.33,738.29,1011.3,738.29,CHERN WEN JYH,"NO.5, YANZHOU RD., XINYUAN TOWNSHIP, PINGTUNG COUNTY 93241, TAIWAN (R.O.C.)",TWN,TRUE,"CHERN, WEN-JYH",GFW,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
412675870,ZHOUDONGYUAN820,NA,BZVI6,squid_jigger,CHN,37.32,270,491.32,3397.42,782.42,3204.73,782.42,ZHOUSHAN HENGXIN OCEAN FISH,"ROOMS 1002-3, CHANGZHENG BUILDING, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"ZHOUSHAN HENGXIN OCEAN FISH (EFFECTIVE 1990-10-15) IMO COMPANY NUMBER 4236701 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,ZHOUSHAN HENGXIN OCEAN FISHERIES CO LTD,https://world-ships.net/company/60950f50fa9e71d01c3cd4c083ec53f5#.XBbdCBNKhn4,ZHOUSHAN HENGXIN OCEAN FISHERIES CO LTD,CHN,NA,NA,Limited information found on corporate actor
735057579,MILAGROSA,7806312,HC4043,tuna_purse_seines,ECU,76.24,1449,2685.6,1926.97,58.98,952.14,45.67,NEGOCIOS INDUSTRIALES REAL NIRSA,AVENIDA CARLOS LUIS PLAZA DAÑÍN S/N AVENIDA DEMOCRACIA (CIUDADELA ATARAZANA) JUNTO AL BOLOCENTRO 2000 GUAYAQUIL ECUADOR,ECU,TRUE,Negocios Industriales Real NIRSA S.A.,IATTC,Negocios Industriales Real S.A. - N.I.R.S.A.,http://fis.com/fis/companies/details.asp?l=e&filterby=companies&company=negocios&page=1&company_id=19948&country_id=ec,Negocios Industriales Real S.A. - N.I.R.S.A.,ECU,NA,NA,NA
412420849,FENGHUI8,8668652,BZU5B,drifting_longlines,CHN,41.78,460,738.67,7280.42,4387.87,6953.08,4387.87,ZHEJIANG FENGHUI OCEAN FISHERIES,HANGZHOU ZHEJIANG,CHN,TRUE,"Zhejiang Fenghui Ocean Fisheries Co., LTD",IATTC,"Zhejiang Fenghui Ocean Fisheries Co., LTD",https://panjiva.com/Zhejiang-Fenghui-Ocean-Fisheries-Co-Ltd/37373826  https://www.emis.com/php/company-profile/CN/Zhejiang_Fenghui_Ocean_Fisheries_Ltd__%E6%B5%99%E6%B1%9F%E4%B8%B0%E6%B1%87%E8%BF%9C%E6%B4%8B%E6%B8%94%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8__en_5083509.html   http://marbnet.com/directory/listing/zhejiang-fenghui-ocean-fisheries-co-ltd,"China National Agricultural Development Group Co., Ltd",CHN,"As of June 6th 2019, CNFC bought 100% shares of Zhejiang Fenghui Ocean Fisheries Co., LTD Connected to: China Ocean Fishing Holdings Limited through Mr Zhu Yifeng Majority Shareholder: China National Agricultural Development Group Co., Ltd",https://www.undercurrentnews.com/2019/06/07/cnfc-inks-deal-for-chinese-tuna-fishing-firm/  http://www.chinaoceanfishing.hk/d/en/company.php http://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&=&country_id=&page=1&company_id=130304 https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=22386982 http://www.cofc.com.cn/en/Index.aspx,NA
316004410,ELIZAJOYE,NA,NA,trollers,CAN,22.39,35,341.31,7482.02,954.98,357.24,293.75,NA,NA,NA,FALSE,HIGHBALL FISHING CO. LTD.,Government of Canada,HIGHBALL FISHING CO. LTD,http://www.hoovers.com/company-information/cs/company-profile.highball_fishing_corp.ff3acce1c90df5fa.html  https://panjiva.com/scac_profiles/profile/HFCD,HIGHBALL FISHING CO. LTD,CAN,NA,NA,NA
412420253,PUYUAN838,8775601,BZ6UV,squid_jigger,CHN,47.87,475,694.36,4969.7,1542.62,4607.08,1542.62,ZHOUSHAN SHUNHANG OCEAN,"ROOM 2502, TECHNOLOGICAL REAL ESTATE BUILDING, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN,TRUE,"ZHOUSHAN SHUNHANG OCEAN (EFFECTIVE 2010-06-18) IMO COMPANY NUMBER 4231189 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhoushan Shunhang Ocean Fisheries Co., Ltd.",https://panjiva.com/Zhoushan-Shunhang-Ocean-Fisheries-Co-Ltd/26594284   https://world-ships.com/company/4f9a3bc68f439ee78b704748aff261d3#.W-xwdXpKjwc    http://www.chaojixinxi.com/waimaogongsi/show.php?id=466858   https://trade.nosis.com/en/Zhoushan-Shunhang-Ocean-Fisheries-Co-ltd/3309963344/320/p#.W_wz55NKjwc,"Zhoushan Shunhang Ocean Fisheries Co., Ltd.",CHN,NA,NA,Potentially connected to mining Vessel Name: Checked with Marine Traffic
431600310,ICHIMARU28,9126493,JM6280,pole_and_line,JPN,29.7,117,404.25,4202.5,423.18,1141.81,201.91,WATANABE SUISAN,"4746, NAKAMURAKO, NANGO-CHO, NICHINAN-SHI, MIYAZAKI-KEN, 889-3202, JAPAN.",JPN,TRUE,WATANABE SUISAN INC,WCPFC,WATANABE SUISAN YK,http://www.hoovers.com/company-information/cs/company-profile.watanabe_suisan_yk.0cd542e5ad593ab2.html  https://www.bloomberg.com/profiles/companies/EFAHUZ:JP-watanabe-suisan-yk  https://world-ships.com/company/0ad814d58f6ec395e2d4a20340096f45#.XB0-As9Khn4,WATANABE SUISAN YK,JPN,NA,NA,NA
412439742,HAIFENG2,8774803,BZ6VC,squid_jigger,CHN,49.43,488,745.63,6527.31,2209.88,6202.72,2209.88,NINGBO HAIFENG OCEAN FISHERIES,"209-8, DAQING BEILU, JIANGBEI QU, NINGBO, ZHEJIANG, 315032, CHINA.",CHN,TRUE,"NINGBO HAIFENG OCEAN FISHERIES (EFFECTIVE 2010-12-11) IMO COMPANY NUMBER 4230971 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhejiang Ocean Fisheries Co., Ltd",http://pakistanfish.com/fisheries-projects/,"Wanxiang Sannong Group Co., Ltd.",CHN,"Zhejiang Ocean Family Co., Ltd invested by Wanxiang group",http://www.fis.com/fis/companies/details.asp?l=e&filterby=products&product_id=1307&page=1&company_id=140553&country_id=cn,"Zhejiang Ocean Family Co., Ltd wholly owns Ningbo Haifeng: Vessel Name: Checked with Marine Traffic"
235006880,MARDEBENS,7527423,MDCC7,drifting_longlines,GBR,46.85,468,720,5012.27,473.3,1934.26,473.3,UNITED EXPORTS,15 DUNCAN TERRACE|ISLINGTON|LONDON N1 8BZ,GBR,TRUE,United Exports Ltd,maritime connector,United Exports Ltd,https://london.cylex-uk.co.uk/company/united-exports-ltd-22930188.html  http://www.datalog.co.uk/browse/detail.php/CompanyNumber/04898733/CompanyName/UNITED+EXPORTS+LTD  https://world-ships.net/company/848789dc70d178ed33d022dd80b1fdc6#.XB6DnM9Khn4,United Exports Ltd,GBR,NA,NA,NA
431501757,RYOUYUUMARU22,NA,NA,drifting_longlines,JPN,25.18,119.16,478.82,4652.81,2472.25,2029.92,1551.75,NA,NA,NA,FALSE,KABUSIKI KAISYA RYOUYUU SUISAN,WCPFC,KABUSIKI KAISYA RYOUYUU SUISAN,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
412420798,HUAING205,NA,BZ5VR,squid_jigger,CHN,45.83,702,663.32,8177.73,2190.01,7972.63,2190.01,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
367471530,GOLDENDRAGON,8969599,WDF6184,drifting_longlines,USA,26.94,177,529.92,7480.07,3852.57,2742.08,2356.01,NA,NA,NA,FALSE,A & M FISHING COMPANY INC,GFW,A & M FISHING COMPANY INC,https://world-ships.net/company/cdcd7fe1ee56b608ae937ad1160ba619#.XQqRy9NKjaY,Vak Fisheries LLC,USA,Main Company: Vak Fisheries (same address on Hawaii Longline Association 501 N. Nimitz Hwy),http://files.hawaii.gov/ethics/orgexp/2018/OrgExp_15908.pdf  http://vakfisheries.com/,NA
431099000,RYOANMARU87,9823716,7JZU,drifting_longlines,JPN,50.59,963.6,740.5,8736.07,3839.11,6693.08,2950.12,SATO,2-5-40 SHINHAMA-CHO SHIOGAMA-SHI MIYAGI-KEN JAPAN,JPN,TRUE,SATO GYOGYO COMPANY LTD,GFW,Sato Gyogyo KK,http://www.hoovers.com/company-information/cs/company-profile.sato_gyogyo_kk.7818f7bc80a3e829.html   https://www.bloomberg.com/profiles/companies/SATOGZ:JP-sato-gyogyo-kk    https://world-ships.com/company/f71509999ba7475c47127be9b97801e0#.XA2mf5NKjwc,Sato Gyogyo KK,JPN,NA,NA,NA
431600850,TOKUSYOMARU32,NA,NA,drifting_longlines,JPN,26.57,139.74,496.2,4804.2,1918.99,2159.15,1416.54,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
431602339,KICHIEBISUMARU,NA,NA,drifting_longlines,JPN,25.03,123.7,440.49,3391.91,990.92,927.64,804.78,NA,NA,NA,FALSE,KICHIEBISU MARU Inc.,WCPFC,KICHIEBISU MARU Inc.,NA,NA,NA,NA,NA,Nothing can be found for corporate actor: Vessel Name: Checked with Marine Traffic
341038572,FRUTODAFE,NA,NA,drifting_longlines,KNA,23.34,65.18,368.96,2535.34,871.55,282.27,86.38,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
412002127,SHENGISHING9,NA,NA,drifting_longlines,CHN,21.94,56.1,424.85,1878.46,1221.31,1765.5,1221.31,CHEN WANG,"NO.47,LANE 3, JHONGJHENG RD., LIOUCIOU TOWNSHIP, PINGTUNG COUNTY 929, TAIWAN",TWN,FALSE,CHEN WANG,WCPFC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
431100990,CHOKYUMARU68,8809218,7LQK,drifting_longlines,JPN,49.51,428.64,740.13,6103.72,3351.69,4428.8,3351.69,CHOKYU,"2666-2, MUROTSU, MUROTO-SHI, KOCHI",JPN,TRUE,"Chokyumaru Co.,Ltd",IATTC,"Chokyumaru Co.,Ltd",http://fis.com/fis/companies/details.asp?l=e&filterby=companies&letter=c&page=1&company_id=141185&country_id=jp  http://www.hoovers.com/company-information/cs/company-profile.chokyumaru_kk.03ea1028d8b44937.html,"Chokyumaru Co.,Ltd",JPN,NA,NA,NA
